officerNumber,firstName,middleName,lastName,rank,workStatus,endDate,sex,race,hireDate,bureau,district,windowsUsername,employeeType,supervisorOfficerNumber
6252,Kaden,K,Zieme,POLICE TECHNICIAN 1,Active,NULL,F,Black / African American,2016-12-25,MSB - Management Service Bureau,NULL,29648,Commissioned,6072
6251,Dino,Q,Reichel,OFFICE ASSISTANT I,Active,NULL,F,Black / African American,2016-12-25,MSB - Management Service Bureau,NULL,29634,Commissioned,5777
6250,Mitchel,K,Bosco,POLICE RECRUIT ACADEMY,Terminated,NULL,M,Black / African American,2016-12-25,FOB - Field Operations Bureau,NULL,29637,Commissioned,665
6249,Narciso,Z,Pagac,POLICE OFFICER 1,Terminated,NULL,M,White,2016-12-25,FOB - Field Operations Bureau,NULL,29638,Commissioned,665
6248,Chris,R,Paucek,POLICE AIDE,Terminated,NULL,F,Black / African American,2016-12-25,NULL,NULL,29641,Commissioned,3802
6247,Allan,W,Rutherford,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-12-25,FOB - Field Operations Bureau,Seventh District,29642,Commissioned,3666
6246,Jeremy,H,Klein,COMPLIANCE MANAGER-Consent Dec,Active,NULL,M,Black / African American,2015-06-22,Compliance Bureau,NULL,26432,Commissioned,NULL
6245,Chaz,S,Wilkinson,POLICE AIDE,Terminated,NULL,F,White,2016-12-11,MSB - Management Service Bureau,NULL,29626,Commissioned,3802
6244,Kraig,O,Nienow,POLICE AIDE,Terminated,NULL,M,Black / African American,2016-12-11,MSB - Management Service Bureau,NULL,29627,Commissioned,2923
6243,Josefa,P,Oberbrunner,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6242,Maribel,M,Harber,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-12-11,FOB - Field Operations Bureau,Fifth District,29602,Commissioned,3435
6241,Jaleel,A,Hodkiewicz,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-12-11,FOB - Field Operations Bureau,Sixth District,29603,Commissioned,2212
6240,Emma,Z,Casper,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-12-11,FOB - Field Operations Bureau,Third District,29604,Commissioned,1978
6239,Madie,J,Brekke,POLICE RECRUIT ACADEMY,Terminated,NULL,M,Black / African American,2016-12-11,FOB - Field Operations Bureau,NULL,29625,Commissioned,665
6238,Jamel,M,Weissnat,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6237,Davonte,Y,DuBuque,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6236,Verna,U,Stiedemann,COMPLIANCE MANAGER-Consent Dec,Active,NULL,F,White,2016-11-20,Compliance Bureau,NULL,29599,Commissioned,5547
6235,Blaise,T,Zemlak,Police Performance Auditor,Active,NULL,M,White,2016-11-27,Compliance Bureau,NULL,29600,Commissioned,5901
6234,Ally,Z,Purdy,Civilian - Police,NULL,NULL,F,Black / African American,NULL,Not - NOPD Officer,NULL,NULL,NULL,NULL
6233,Nayeli,U,Smitham,SOCIAL WORKER III,Active,NULL,F,Black / African American,2016-11-27,NULL,NULL,29575,Commissioned,2050
6232,Johan,X,Upton,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6231,Lilliana,D,Kiehn,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6230,Vita,M,Kuhlman,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6229,Lilian,P,Balistreri,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6228,Claud,K,Auer,NULL,Active,NULL,F,Black / African American,NULL,MSB - Management Services Bureau,NULL,26487,Non-Commissioned,3431
6227,Anna,D,Considine,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6226,Camila,F,Jacobs,POLICE RECRUIT ACADEMY,Active,NULL,M,Hispanic,2016-11-13,FOB - Field Operations Bureau,NULL,29576,Commissioned,665
6225,Oscar,V,Dach,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6224,Adrianna,P,Keeling,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6223,Dejuan,A,Armstrong,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6222,Courtney,H,Ankunding,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6221,Vivian,Y,Okuneva,POLICE RECRUIT ACADEMY,Terminated,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,NULL,29543,Commissioned,665
6220,Dangelo,Z,Towne,POLICE TECHNICAL SPECIALIST,Terminated,1999-03-21,F,Black / African American,1997-06-09,ISB - Investigations and Support Bureau,NULL,825,Commissioned,3642
6219,Hank,H,Spencer,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,NULL,29534,Commissioned,665
6218,Elliot,P,Feil,POLICE RECRUIT ACADEMY,Active,NULL,M,Hispanic,2016-10-30,FOB - Field Operations Bureau,Sixth District,29535,Commissioned,2568
6217,Kadin,J,Carroll,POLICE RECRUIT ACADEMY,Active,NULL,M,Black / African American,2016-10-30,FOB - Field Operations Bureau,Third District,29536,Commissioned,1978
6216,Raegan,H,Moore,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,Seventh District,29537,Commissioned,3666
6215,Verdie,W,Keeling,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,First District,29518,Commissioned,1350
6214,Wilber,I,Beer,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,Second District,29519,Commissioned,3655
6213,Alyce,X,Sanford,POLICE RECRUIT ACADEMY,Active,NULL,M,Hispanic,2016-10-30,FOB - Field Operations Bureau,Third District,29520,Commissioned,2898
6212,Carmela,X,Kuphal,POLICE RECRUIT ACADEMY,Terminated,2016-11-15,M,White,2016-10-30,FOB - Field Operations Bureau,NULL,29521,Commissioned,665
6211,Nicolas,Z,Smitham,POLICE RECRUIT ACADEMY,Active,NULL,M,Black / African American,2016-10-30,FOB - Field Operations Bureau,Seventh District,29522,Commissioned,3540
6210,Millie,V,Davis,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,First District,29523,Commissioned,2326
6209,April,T,Schneider,POLICE RECRUIT ACADEMY,Active,NULL,F,White,2016-10-30,FOB - Field Operations Bureau,NULL,29524,Commissioned,3689
6208,Magnus,S,Ortiz,POLICE RECRUIT ACADEMY,Terminated,NULL,F,White,2016-10-30,FOB - Field Operations Bureau,NULL,29525,Commissioned,665
6207,Alessandro,U,Larkin,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,Sixth District,29526,Commissioned,2220
6206,Kristofer,B,Swaniawski,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,Sixth District,29528,Commissioned,2212
6205,Yvette,S,Mante,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-30,FOB - Field Operations Bureau,NULL,29529,Commissioned,665
6204,Meagan,U,Kovacek,POLICE TECHNICAL SPECIALIST,Active,NULL,F,Black / African American,2016-10-30,ISB - Investigations and Support Bureau,NULL,29531,Commissioned,3642
6203,Madie,Y,Nicolas,Police Accounting Section Mgr,Active,NULL,F,White,2016-10-23,MSB - Management Service Bureau,NULL,29527,Commissioned,35
6202,Kayden,Q,Wolff,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6201,Rico,O,Leannon,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-16,FOB - Field Operations Bureau,Third District,29500,Commissioned,1663
6200,Herminia,K,Keeling,POLICE RECRUIT ACADEMY,Active,NULL,F,White,2016-10-16,MSB - Management Service Bureau,NULL,29501,Commissioned,5899
6199,Kelli,J,O'Reilly,POLICE RECRUIT ACADEMY,Terminated,NULL,M,White,2016-10-16,FOB - Field Operations Bureau,NULL,29488,Commissioned,665
6198,Marcelino,L,Simonis,POLICE AIDE,Terminated,NULL,M,White,2016-10-02,MSB - Management Service Bureau,NULL,29444,Commissioned,3802
6197,Cara,P,Jacobson,POLICE RECRUIT ACADEMY,Active,NULL,M,Black / African American,2016-10-02,FOB - Field Operations Bureau,Seventh District,29453,Commissioned,2371
6196,Althea,I,Schowalter,Executive Secretary,Active,NULL,F,Black / African American,2016-10-02,FOB - Field Operations Bureau,Eighth District,29454,Commissioned,650
6195,Shayne,O,Lockman,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-02,FOB - Field Operations Bureau,Fifth District,29459,Commissioned,3713
6194,Bernadine,V,Schroeder,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-10-02,FOB - Field Operations Bureau,Fourth District,29460,Commissioned,3348
6193,Elmer,C,Stracke,POLICE RECRUIT ACADEMY,Active,NULL,F,Black / African American,2016-10-02,FOB - Field Operations Bureau,Fourth District,29426,Commissioned,3733
6192,Gerald,C,Johnson,POLICE RECRUIT ACADEMY,Terminated,NULL,F,Black / African American,2016-10-02,FOB - Field Operations Bureau,NULL,29427,Commissioned,665
6191,Mortimer,N,Bartoletti,POLICE RECRUIT ACADEMY,Terminated,NULL,M,White,2016-09-18,FOB - Field Operations Bureau,NULL,29422,Commissioned,665
6190,Lily,V,Schaden,MANAGEMENT DEV ANALYT I,Terminated,NULL,F,Black / African American,2016-09-25,MSB - Management Service Bureau,NULL,29423,Commissioned,5777
6187,Carlotta,Y,Rogahn,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6186,Cassidy,R,Strosin,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-09-18,FOB - Field Operations Bureau,First District,29395,Commissioned,3570
6185,Xzavier,E,Glover,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-09-18,FOB - Field Operations Bureau,First District,29401,Commissioned,1479
6184,Holden,X,Schaden,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-09-18,FOB - Field Operations Bureau,Sixth District,29354,Commissioned,2220
6183,Isaias,S,Feil,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,Not - NOPD Officer,NULL,NULL,NULL,NULL
6182,Jordy,P,Reynolds,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6181,Matilda,Q,Mayert,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6180,Favian,P,Jakubowski,City Contractor,NULL,NULL,M,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6179,Demetrius,M,Hirthe,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6178,Conner,Q,Weissnat,NULL,NULL,2016-08-29,Unknown Sex,Unknown Race,NULL,FOB - Field Operations Bureau,NULL,NULL,NULL,NULL
6177,Leopold,F,Hilll,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6176,Chauncey,Z,Cummerata,Executive Secretary,Active,NULL,F,Black / African American,2016-09-04,FOB - Field Operations Bureau,First District,29374,Commissioned,2100
6175,Montana,V,Lowe,POLICE RECRUIT ACADEMY,Terminated,NULL,M,White,2016-09-04,FOB - Field Operations Bureau,Fifth District,29331,Commissioned,3402
6174,Amparo,A,Frami,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-09-04,FOB - Field Operations Bureau,First District,29368,Commissioned,2326
6173,Audie,D,Vandervort,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-09-04,FOB - Field Operations Bureau,Third District,29372,Commissioned,2898
6172,Junior,Q,Gerlach,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6171,Earnest,Y,Pagac,Executive Secretary,Active,NULL,F,Black / African American,2016-08-21,FOB - Field Operations Bureau,Fourth District,29369,Commissioned,2063
6170,Bianka,B,Wisozk,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6169,Lew,R,Cartwright,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6168,Camylle,G,Cruickshank,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-08-21,FOB - Field Operations Bureau,Seventh District,29347,Commissioned,3536
6167,Jordan,J,Kreiger,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6166,Laney,Y,Jast,POLICE RECRUIT ACADEMY,Active,NULL,F,Black / African American,2016-08-21,FOB - Field Operations Bureau,Fifth District,29312,Commissioned,1357
6165,Mittie,G,Upton,POLICE RECRUIT FIELD,Terminated,NULL,M,White,2016-08-21,FOB - Field Operations Bureau,Sixth District,29340,Commissioned,3659
6164,Jazmyn,V,Beahan,POLICE SERGEANT,Active,NULL,Unknown Sex,Unknown Race,NULL,ISB - Investigative Services Bureau,NULL,NULL,Commissioned,NULL
6163,Bria,P,Reilly,SOCIAL WORKER III,Terminated,NULL,F,Black / African American,2016-07-24,NULL,NULL,29304,Commissioned,3410
6162,Zoe,T,Adams,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6161,Arvid,G,Luettgen,NULL,NULL,NULL,M,Black / African American,NULL,FOB - Field Operations Bureau,NULL,NULL,NULL,NULL
6160,Alden,C,Hickle,POLICE OFFICER 4,NULL,NULL,M,Black / African American,NULL,FOB - Field Operations Bureau,Eighth District,NULL,Non-Commissioned,NULL
6159,Maegan,B,Lesch,POLICE OFFICER 4,NULL,NULL,M,Black / African American,NULL,FOB - Field Operations Bureau,Eighth District,NULL,NULL,NULL
6158,Rosamond,Y,Pfannerstill,POLICE OFFICER 4,NULL,NULL,M,Black / African American,NULL,NULL,NULL,NULL,NULL,NULL
6157,Jace,Q,Prohaska,NULL,Active,NULL,M,Unknown Race,NULL,Compliance Bureau,NULL,NULL,Non-Commissioned,NULL
6156,Cortez,T,Lemke,SOCIAL WORKER III,Active,2005-10-14,F,Black / African American,1996-09-16,NULL,NULL,9591,Commissioned,3390
6155,Mariah,P,Bode,OFFICE ASSISTANT II,Active,NULL,F,Black / African American,2016-07-24,MSB - Management Service Bureau,NULL,29298,Commissioned,6102
6154,Jenifer,O,Rath,POLICE RECRUIT ACADEMY,Active,NULL,M,Black / African American,2016-07-24,FOB - Field Operations Bureau,Eighth District,29289,Commissioned,2817
6153,Malachi,B,Runolfsdottir,POLICE RECRUIT ACADEMY,Active,NULL,F,Black / African American,2016-07-24,FOB - Field Operations Bureau,Fourth District,29290,Commissioned,3733
6152,Joelle,G,Mayert,Police Performance Auditor,Terminated,NULL,M,White,2016-07-10,Compliance Bureau,NULL,29288,Commissioned,5884
6151,Adalberto,F,Kozey,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-07-17,FOB - Field Operations Bureau,Eighth District,29284,Commissioned,2686
6150,Milan,A,Mosciski,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Third District,29285,Commissioned,2898
6149,Rosario,S,Crist,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-07-17,FOB - Field Operations Bureau,Sixth District,29286,Commissioned,2220
6148,Tiana,X,Kuhic,Chaplain - Police,NULL,NULL,M,White,NULL,NULL,NULL,NULL,NULL,NULL
6147,Providenci,L,Parisian,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,First District,29269,Commissioned,3570
6146,Owen,X,Denesik,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Eighth District,29270,Commissioned,2503
6145,Bryon,H,Moen,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Fifth District,29271,Commissioned,3507
6144,Nayeli,U,Wyman,POLICE RECRUIT FIELD,Active,NULL,M,Hispanic,2016-07-17,FOB - Field Operations Bureau,First District,29272,Commissioned,1350
6143,Rebeka,O,Donnelly,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Sixth District,29273,Commissioned,2248
6142,Jermain,W,Hayes,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-10,FOB - Field Operations Bureau,Sixth District,29274,Commissioned,2212
6141,Liana,O,Kris,POLICE RECRUIT FIELD,Active,NULL,M,Asian / Pacific Islander,2016-07-17,FOB - Field Operations Bureau,Seventh District,29275,Commissioned,2371
6140,Loyal,D,Kuvalis,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Seventh District,29276,Commissioned,3536
6139,Sofia,S,Stehr,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-07-17,FOB - Field Operations Bureau,First District,29277,Commissioned,2326
6138,Gudrun,Q,Terry,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Seventh District,29278,Commissioned,3666
6137,Robbie,O,Glover,POLICE RECRUIT ACADEMY,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,NULL,29279,Commissioned,665
6136,Raymond,C,Murray,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-07-17,FOB - Field Operations Bureau,Fourth District,29280,Commissioned,3348
6135,Gideon,B,Abshire,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Second District,29281,Commissioned,3655
6134,Briana,Y,Legros,POLICE RECRUIT FIELD,Active,NULL,M,White,2016-07-17,FOB - Field Operations Bureau,Fourth District,29282,Commissioned,3733
6133,Jada,M,Franecki,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2009-08-23,FOB - Field Operations Bureau,Fifth District,20266,Commissioned,NULL
6132,Teresa,H,Walter,Police Public Relations Spec.,Active,NULL,F,Black / African American,2016-07-10,Office of the Superintendant,NULL,29259,Commissioned,6003
6131,London,Q,Renner,LABORER,Active,NULL,F,Native American,2016-07-10,FOB - Field Operations Bureau,NULL,29260,Commissioned,3398
6130,Keith,H,Ratke,Police Human Resource Administ,Terminated,NULL,M,Black / African American,2016-07-10,MSB - Management Service Bureau,NULL,29257,Commissioned,330
6129,Clarissa,Y,Rohan,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6128,Jewel,P,Kulas,Executive Secretary,Active,NULL,M,Black / African American,2016-07-10,FOB - Field Operations Bureau,Sixth District,29251,Commissioned,1279
6127,Savannah,Q,Collins,POLICE RECRUIT FIELD,Active,NULL,M,Hispanic,2016-07-10,FOB - Field Operations Bureau,Third District,28946,Commissioned,3475
6126,Logan,D,Howe,POLICE TECHNICAL SPECIALIST,Terminated,NULL,M,Black / African American,2016-07-10,MSB - Management Service Bureau,NULL,29243,Commissioned,6072
6125,Bert,J,Shanahan,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-07-10,FOB - Field Operations Bureau,Seventh District,29244,Commissioned,2371
6124,Jamir,O,Wolf,POLICE OFFICER 1,Terminated,NULL,M,White,2016-07-10,MSB - Management Service Bureau,NULL,29245,Commissioned,NULL
6123,Judson,J,Dooley,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6121,Emiliano,D,Lang,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6120,Hollie,H,Hoeger,Executive Secretary,Active,NULL,F,White,2016-06-26,FOB - Field Operations Bureau,Fifth District,29167,Commissioned,3435
6119,Santina,V,Krajcik,UNKNOWN RANK,NULL,NULL,M,Black / African American,NULL,FOB - Field Operations Bureau,NULL,NULL,NULL,NULL
6118,Carol,O,Grady,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6117,Delphia,N,Schaefer,POLICE SERGEANT,Active,NULL,M,Black / African American,1978-04-24,NULL,NULL,6406,Commissioned,NULL
6116,Bobbie,G,Gorczany,POLICE RECRUIT FIELD,Terminated,NULL,M,White,2016-06-26,FOB - Field Operations Bureau,First District,29095,Commissioned,3456
6115,Eliane,K,Olson,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-06-26,FOB - Field Operations Bureau,Third District,29099,Commissioned,1663
6114,Joy,D,Anderson,POLICE RECRUIT FIELD,Active,NULL,F,White,2016-06-26,FOB - Field Operations Bureau,Second District,29149,Commissioned,1575
6113,Alphonso,G,Maggio,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6112,Jayde,U,Padberg,Executive Secretary,Active,NULL,F,Black / African American,2016-06-12,FOB - Field Operations Bureau,Seventh District,29006,Commissioned,2829
6111,Emmalee,B,Hilll,Executive Secretary,Active,NULL,F,Black / African American,2016-06-12,FOB - Field Operations Bureau,Second District,29008,Commissioned,3681
6110,Leora,A,Bode,POLICE AIDE,Terminated,NULL,M,White,2016-06-12,MSB - Management Service Bureau,NULL,27768,Commissioned,2537
6109,Kennith,E,King,POLICE RECRUIT FIELD,Active,NULL,M,Black / African American,2016-06-12,FOB - Field Operations Bureau,First District,28481,Commissioned,1479
6108,Lavonne,Z,Parker,POLICE OFFICER 1,Active,NULL,M,White,2016-06-12,FOB - Field Operations Bureau,Seventh District,28482,Commissioned,3540
6107,Carson,K,Emard,POLICE RECRUIT ACADEMY,Terminated,NULL,F,Black / African American,2016-06-12,FOB - Field Operations Bureau,NULL,28484,Commissioned,2537
6106,Jamarcus,R,Hoeger,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6105,Abelardo,E,Wisozk,POLICE TECHNICAL SPECIALIST,Active,NULL,F,Black / African American,2016-05-29,ISB - Investigations and Support Bureau,NULL,27510,Commissioned,309
6104,Angelica,B,Heller,POLICE TECHNICAL SPECIALIST,Terminated,NULL,F,Black / African American,2016-05-29,ISB - Investigations and Support Bureau,NULL,27662,Commissioned,309
6103,Carlie,I,Tremblay,POLICE AIDE,Terminated,NULL,F,Hispanic,2016-05-29,MSB - Management Service Bureau,NULL,27663,Commissioned,5777
6102,Maximo,X,Corkery,Police Academy Administrator,Active,NULL,F,Black / African American,2016-05-29,MSB - Management Service Bureau,NULL,27809,Commissioned,665
6101,Pietro,G,McCullough,POLICE OFFICER 1,Terminated,NULL,M,White,2016-05-01,FOB - Field Operations Bureau,Eighth District,26963,Commissioned,665
6100,Brigitte,O,Boehm,POLICE AIDE,Terminated,NULL,M,Hispanic,2016-05-15,MSB - Management Service Bureau,NULL,26947,Commissioned,2537
6099,Zoie,E,Marquardt,POLICE RECRUIT FIELD,Active,NULL,F,White,2016-05-15,MSB - Management Service Bureau,NULL,26948,Commissioned,5899
6098,Alena,I,Nicolas,POLICE TECHNICAL SPECIALIST,Active,NULL,F,Black / African American,2016-05-15,ISB - Investigations and Support Bureau,NULL,26957,Commissioned,3785
6097,Lelia,O,Hermann,POLICE TECHNICAL SPECIALIST,Active,NULL,F,Black / African American,2016-05-15,ISB - Investigations and Support Bureau,NULL,26958,Commissioned,309
6096,Dave,F,Gleason,MANAGEMENT DEV SPECIALIST I,Active,NULL,M,Black / African American,2016-05-15,NULL,NULL,26959,Commissioned,1935
6095,Jaquan,M,Beer,POLICE OFFICER 1,Active,NULL,M,White,2016-05-01,FOB - Field Operations Bureau,Sixth District,26950,Commissioned,2212
6094,Bridget,P,Thiel,NULL,NULL,NULL,Unknown Sex,Unknown Race,NULL,NULL,NULL,NULL,NULL,NULL
6093,Lamar,P,Jakubowski,POLICE OFFICER 1,Active,NULL,M,White,2016-05-01,FOB - Field Operations Bureau,Third District,26937,Commissioned,3475
6092,Rodrigo,U,Block,POLICE OFFICER 1,Active,NULL,M,White,2016-05-01,FOB - Field Operations Bureau,First District,26938,Commissioned,2069
